trade_no,symbol,direction,signal_type,confluence_score,entry_time,entry_price,stop_loss,take_profit,lot_size,exit_time,exit_price,exit_reason,pnl_usd,pnl_r,commission
14,EURUSD,bullish,fvg_retest,100.0,2026-01-27 09:15:00+00:00,1.1874,1.18651,1.18824,1.1,2026-01-27 09:45:00+00:00,1.18651,sl_hit,-97.90000000000632,-1.0,7.700000000000001
15,EURUSD,bullish,fvg_retest,100.0,2026-01-27 11:00:00+00:00,1.1862,1.18473,1.18788,0.66,2026-01-27 11:45:00+00:00,1.18788,tp_hit,110.88000000000831,1.142857142857337,4.62
16,EURUSD,bullish,fvg_retest,80.0,2026-01-28 01:45:00+00:00,1.20232,1.19872,1.20722,0.27,2026-01-28 04:00:00+00:00,1.19872,sl_hit,-97.2000000000013,-1.0,1.8900000000000001
17,EURUSD,bullish,ob_retest,100.0,2026-01-28 09:15:00+00:00,1.20222,1.19876,1.20701,0.28,2026-01-28 09:30:00+00:00,1.19876,sl_hit,-96.88000000000054,-1.0,1.9600000000000002
18,EURUSD,bearish,fvg_retest,100.0,2026-02-03 09:00:00+00:00,1.18111,1.18217,1.18002,0.91,2026-02-03 09:30:00+00:00,1.18217,sl_hit,-96.45999999998533,-1.0,6.37
19,EURUSD,bearish,fvg_retest,100.0,2026-02-03 10:30:00+00:00,1.1806,1.18165,1.17955,0.9,2026-02-03 10:45:00+00:00,1.18165,sl_hit,-94.49999999999959,-1.0,6.3
20,EURUSD,bearish,fvg_retest,100.0,2026-02-03 11:00:00+00:00,1.18103,1.18182,1.18032,1.19,2026-02-03 11:30:00+00:00,1.18032,tp_hit,84.48999999999862,0.8987341772150974,8.33
21,EURUSD,bearish,fvg_retest,100.0,2026-02-03 12:00:00+00:00,1.17895,1.18068,1.17683,0.55,2026-02-03 17:15:00+00:00,1.18068,sl_hit,-95.15000000000052,-1.0,3.8500000000000005
22,EURUSD,bearish,fvg_retest,100.0,2026-02-03 18:30:00+00:00,1.18077,1.18165,1.17995,1.07,2026-02-03 18:30:00+00:00,1.18165,sl_hit,-94.15999999999913,-1.0,7.49
23,EURUSD,bearish,fvg_retest,100.0,2026-02-04 21:15:00+00:00,1.17964,1.18047,1.17892,1.12,2026-02-04 21:45:00+00:00,1.18047,sl_hit,-92.95999999998729,-1.0,7.840000000000001
24,EURUSD,bearish,ob_retest,100.0,2026-02-05 04:15:00+00:00,1.17942,1.18096,1.17759,0.6,2026-02-05 15:30:00+00:00,1.18096,sl_hit,-92.4000000000058,-1.0,4.2
25,EURUSD,bearish,fvg_retest,100.0,2026-02-05 16:30:00+00:00,1.1804700000000001,1.18255,1.17785,0.44,2026-02-05 23:00:00+00:00,1.17785,tp_hit,115.28000000000293,1.2596153846155016,3.08
26,EURUSD,bullish,fvg_retest,100.0,2026-02-11 04:30:00+00:00,1.1908699999999999,1.18957,1.1923,0.71,2026-02-11 08:00:00+00:00,1.1923,tp_hit,101.530000000003,1.1000000000001537,4.97
27,EURUSD,bullish,fvg_retest,100.0,2026-02-11 09:30:00+00:00,1.19147,1.19068,1.19218,1.18,2026-02-11 12:30:00+00:00,1.19218,tp_hit,83.77999999999864,0.8987341772150974,8.26
28,EURUSD,bullish,fvg_retest,80.0,2026-02-11 12:45:00+00:00,1.19246,1.19116,1.19391,0.72,2026-02-11 13:15:00+00:00,1.19116,sl_hit,-93.60000000000568,-1.0,5.04
29,EURUSD,bullish,fvg_retest,100.0,2026-02-11 14:45:00+00:00,1.19041,1.18957,1.19117,1.1,2026-02-11 15:30:00+00:00,1.18957,sl_hit,-92.3999999999947,-1.0,7.700000000000001
30,EURUSD,bullish,fvg_retest,100.0,2026-02-11 19:00:00+00:00,1.18848,1.18675,1.19065,0.53,2026-02-12 00:00:00+00:00,1.18675,sl_hit,-91.6900000000005,-1.0,3.71
31,EURUSD,bearish,ob_retest,80.0,2026-02-16 16:45:00+00:00,1.18519,1.18643,1.18385,0.73,2026-02-17 05:00:00+00:00,1.18385,tp_hit,97.81999999999246,1.0806451612901262,5.109999999999999
32,EURUSD,bearish,fvg_retest,80.0,2026-02-17 09:00:00+00:00,1.18415,1.18493,1.18343,1.17,2026-02-17 09:15:00+00:00,1.18343,tp_hit,84.2400000000063,0.9230769230769887,8.19
33,EURUSD,bearish,fvg_retest,80.0,2026-02-17 09:30:00+00:00,1.18326,1.18449,1.18191,0.75,2026-02-17 11:15:00+00:00,1.18449,sl_hit,-92.25000000000483,-1.0,5.25
34,EURUSD,bearish,fvg_retest,80.0,2026-02-17 14:30:00+00:00,1.18277,1.18386,1.18161,0.84,2026-02-17 15:45:00+00:00,1.18161,tp_hit,97.44000000000419,1.0642201834864666,5.88
35,EURUSD,bearish,fvg_retest,80.0,2026-02-17 17:30:00+00:00,1.18056,1.18228,1.1785,0.54,2026-02-17 18:15:00+00:00,1.18228,sl_hit,-92.87999999999697,-1.0,3.7800000000000002
36,EURUSD,bearish,fvg_retest,100.0,2026-02-17 19:45:00+00:00,1.18323,1.18424,1.18222,0.9,2026-02-17 20:00:00+00:00,1.18424,sl_hit,-90.89999999999598,-1.0,6.3
37,EURUSD,bearish,fvg_retest,100.0,2026-02-17 21:00:00+00:00,1.18462,1.18546,1.18391,1.08,2026-02-18 01:00:00+00:00,1.18546,sl_hit,-90.71999999999481,-1.0,7.5600000000000005
