trade_no,symbol,direction,signal_type,confluence_score,entry_time,entry_price,stop_loss,take_profit,lot_size,exit_time,exit_price,exit_reason,pnl_usd,pnl_r,commission
18,BTCUSD,bearish,fvg_retest,75.0,2026-04-19 23:00:00+00:00,74952.94,75655.1,73905.1,0.14,2026-04-20 01:00:00+00:00,73905.1,tp_hit,146.6975999999995,1.4923094451406962,0.9800000000000001
19,BTCUSD,bullish,fvg_retest,70.0,2026-04-23 01:00:00+00:00,78753.06,78051.74,79801.74,0.14,2026-04-23 03:00:00+00:00,78051.74,sl_hit,-98.18479999999894,-1.0,0.9800000000000001
20,BTCUSD,bullish,ob_fvg,75.0,2026-04-23 03:30:00+00:00,78436.87,77734.88,79484.88,0.14,2026-04-23 06:00:00+00:00,77734.88,sl_hit,-98.2785999999987,-1.0,0.9800000000000001
21,BTCUSD,bullish,fvg_retest,70.0,2026-04-23 07:00:00+00:00,77736.3,77035.2,78785.2,0.14,2026-04-23 20:30:00+00:00,77035.2,sl_hit,-98.15400000000082,-1.0,0.9800000000000001
22,BTCUSD,bullish,fvg_retest,75.0,2026-05-04 14:00:00+00:00,78934.01,78231.99,79981.99,0.14,2026-05-04 17:45:00+00:00,79981.99,tp_hit,146.71720000000147,1.4928064727501014,0.9800000000000001
23,BTCUSD,bullish,fvg_retest,75.0,2026-05-05 00:00:00+00:00,79928.88,79227.23,80977.23,0.14,2026-05-05 06:30:00+00:00,80977.23,tp_hit,146.76899999999878,1.4941210004987933,0.9800000000000001
24,BTCUSD,bullish,fvg_retest,70.0,2026-05-05 13:30:00+00:00,80735.17,80032.89,81782.89,0.14,2026-05-06 00:00:00+00:00,81782.89,tp_hit,146.68080000000018,1.491883579199184,0.9800000000000001
25,BTCUSD,bullish,fvg_retest,70.0,2026-05-06 01:00:00+00:00,81403.14,80701.55,82451.55,0.15,2026-05-06 14:00:00+00:00,82451.55,tp_hit,157.26150000000052,1.4943342978092742,1.05
26,BTCUSD,bullish,fvg_retest,70.0,2026-05-07 07:15:00+00:00,80862.42,80159.89,81909.89,0.15,2026-05-07 17:30:00+00:00,80159.89,sl_hit,-105.37949999999982,-1.0,1.05
27,BTCUSD,bullish,fvg_retest,70.0,2026-05-11 16:15:00+00:00,81276.37,80575.48,82325.48,0.15,2026-05-11 17:30:00+00:00,80575.48,sl_hit,-105.13349999999991,-1.0,1.05
28,BTCUSD,bullish,fvg_retest,70.0,2026-05-11 17:45:00+00:00,80791.66,80086.85,81836.85,0.15,2026-05-11 19:15:00+00:00,81836.85,tp_hit,156.77850000000035,1.482938664320889,1.05
29,BTCUSD,bullish,fvg_retest,70.0,2026-05-11 20:30:00+00:00,81632.53,80928.46,82678.46,0.15,2026-05-12 04:30:00+00:00,80928.46,sl_hit,-105.61049999999886,-1.0,1.05
30,BTCUSD,bullish,fvg_retest,75.0,2026-05-13 21:15:00+00:00,79601.92,78899.91,80649.91,0.15,2026-05-14 17:45:00+00:00,80649.91,tp_hit,157.1985000000008,1.4928419823079628,1.05
31,BTCUSD,bullish,fvg_retest,75.0,2026-05-17 20:30:00+00:00,77979.43,77277.47,79027.47,0.15,2026-05-18 02:30:00+00:00,77277.47,sl_hit,-105.29399999999877,-1.0,1.05
32,BTCUSD,bullish,fvg_retest,75.0,2026-05-20 21:30:00+00:00,77503.62,76803.24,78553.24,0.15,2026-05-21 16:30:00+00:00,76803.24,sl_hit,-105.05699999999851,-1.0,1.05
33,BTCUSD,bearish,fvg_retest,70.0,2026-05-29 23:00:00+00:00,73510.7,74212.73,72462.73,0.15,2026-05-31 00:00:00+00:00,73980.9,end_of_data,-70.52999999999956,-0.6697719470677861,1.05
