trade_no,symbol,direction,signal_type,confluence_score,entry_time,entry_price,stop_loss,take_profit,lot_size,exit_time,exit_price,exit_reason,pnl_usd,pnl_r,commission
36,XAUUSD,bullish,fvg_retest,90.0,2026-08-18 05:30:00+00:00,4402.5199999999995,4391.71,4418.21,0.1,2026-08-18 06:45:00+00:00,4391.71,sl_hit,-108.0999999999949,-1.0,0.7000000000000001
37,XAUUSD,bullish,fvg_retest,65.0,2026-08-20 02:00:00+00:00,4519.04,4511.86,4529.36,0.15,2026-08-20 02:45:00+00:00,4511.86,sl_hit,-107.70000000000437,-1.0,1.05
38,XAUUSD,bullish,fvg_retest,65.0,2026-08-20 05:15:00+00:00,4497.92,4487.79,4512.64,0.1,2026-08-20 07:30:00+00:00,4487.79,sl_hit,-101.3000000000011,-1.0,0.7000000000000001
39,XAUUSD,bullish,fvg_retest,85.0,2026-08-20 09:00:00+00:00,4481.45,4475.19,4490.29,0.16,2026-08-20 09:00:00+00:00,4490.29,tp_hit,141.44000000000233,1.4121405750798461,1.12
40,XAUUSD,bullish,ob_fvg,90.0,2026-08-20 09:15:00+00:00,4492.95,4477.85,4515.1,0.07,2026-08-20 14:30:00+00:00,4477.85,sl_hit,-105.6999999999962,-1.0,0.49000000000000005
41,XAUUSD,bullish,fvg_retest,85.0,2026-08-21 04:30:00+00:00,4529.67,4513.77,4553.02,0.06,2026-08-21 08:45:00+00:00,4553.02,tp_hit,140.10000000000218,1.4685534591195533,0.42
42,XAUUSD,bullish,fvg_retest,65.0,2026-08-21 10:15:00+00:00,4561.69,4557.84,4566.94,0.27,2026-08-21 10:15:00+00:00,4566.94,tp_hit,141.75,1.363636363636557,1.8900000000000001
43,XAUUSD,bullish,fvg_retest,65.0,2026-08-21 10:30:00+00:00,4561.86,4557.84,4567.39,0.26,2026-08-21 10:45:00+00:00,4567.39,tp_hit,143.78000000001703,1.3756218905475883,1.82
44,XAUUSD,bullish,fvg_retest,65.0,2026-08-21 11:15:00+00:00,4565.7,4557.84,4576.965,0.14,2026-08-21 11:15:00+00:00,4576.965,tp_hit,157.71000000000458,1.4332061068703303,0.9800000000000001
45,XAUUSD,bullish,fvg_retest,70.0,2026-08-21 11:45:00+00:00,4582.54,4567.76,4604.21,0.07,2026-08-21 14:30:00+00:00,4604.21,tp_hit,151.69000000000054,1.4661705006766201,0.49000000000000005
46,XAUUSD,bullish,fvg_retest,85.0,2026-08-21 16:15:00+00:00,4585.24,4567.76,4610.635,0.06,2026-08-21 18:45:00+00:00,4610.635,tp_hit,152.3700000000026,1.4528032036613885,0.42
47,XAUUSD,bullish,fvg_retest,80.0,2026-08-21 21:30:00+00:00,4625.32,4622.21,4629.485,0.36,2026-08-21 21:30:00+00:00,4622.21,sl_hit,-111.9599999999882,-1.0,2.52
48,XAUUSD,bullish,fvg_retest,85.0,2026-08-24 03:15:00+00:00,4637.57,4619.02,4664.92,0.06,2026-08-24 03:15:00+00:00,4619.02,sl_hit,-111.29999999999562,-1.0,0.42
49,XAUUSD,bullish,fvg_retest,100.0,2026-08-24 04:15:00+00:00,4622.29,4608.54,4642.415,0.08,2026-08-24 04:30:00+00:00,4608.54,sl_hit,-110.00000000000001,-1.0,0.56
50,XAUUSD,bullish,fvg_retest,100.0,2026-08-24 05:00:00+00:00,4632.38,4608.54,4667.765,0.05,2026-08-24 14:30:00+00:00,4667.765,tp_hit,176.92500000000112,1.484270134228188,0.35000000000000003
51,XAUUSD,bullish,fvg_retest,80.0,2026-08-24 14:45:00+00:00,4659.11,4640.33,4686.28,0.06,2026-08-24 18:45:00+00:00,4640.33,sl_hit,-112.67999999999847,-1.0,0.42
52,XAUUSD,bullish,fvg_retest,100.0,2026-08-24 21:30:00+00:00,4640.67,4620.85,4669.65,0.06,2026-08-25 02:00:00+00:00,4669.65,tp_hit,173.87999999999738,1.4621594349142275,0.42
53,XAUUSD,bullish,fvg_retest,100.0,2026-08-25 02:15:00+00:00,4672.389999999999,4661.4,4688.375,0.1,2026-08-25 03:00:00+00:00,4688.375,tp_hit,159.85000000000582,1.454504094631565,0.7000000000000001
54,XAUUSD,bullish,fvg_retest,80.0,2026-08-25 04:45:00+00:00,4670.82,4661.4,4684.45,0.12,2026-08-25 04:45:00+00:00,4661.4,sl_hit,-113.04000000000087,-1.0,0.84
55,XAUUSD,bullish,fvg_retest,100.0,2026-08-25 06:15:00+00:00,4633.94,4620.85,4653.1,0.09,2026-08-25 09:15:00+00:00,4653.1,tp_hit,172.44000000000688,1.4637127578305487,0.63
56,XAUUSD,bullish,fvg_retest,85.0,2026-08-25 10:15:00+00:00,4640.0,4628.66,4656.535,0.1,2026-08-25 11:00:00+00:00,4628.66,sl_hit,-113.40000000000146,-1.0,0.7000000000000001
57,XAUUSD,bullish,fvg_retest,85.0,2026-08-25 11:30:00+00:00,4633.09,4620.85,4651.075,0.09,2026-08-25 16:15:00+00:00,4620.85,sl_hit,-110.15999999999804,-1.0,0.63
58,XAUUSD,bullish,fvg_retest,85.0,2026-08-25 16:45:00+00:00,4612.96,4608.54,4619.065,0.25,2026-08-25 16:45:00+00:00,4608.54,sl_hit,-110.50000000000182,-1.0,1.75
59,XAUUSD,bullish,fvg_retest,85.0,2026-08-25 17:15:00+00:00,4623.15,4608.54,4644.615,0.08,2026-08-25 18:15:00+00:00,4644.615,tp_hit,171.72000000000116,1.4691991786448066,0.56
60,XAUUSD,bullish,fvg_retest,85.0,2026-08-25 18:30:00+00:00,4640.03,4628.19,4657.265,0.09,2026-08-25 18:30:00+00:00,4657.265,tp_hit,155.11500000000524,1.455658783783815,0.63
61,XAUUSD,bullish,fvg_retest,85.0,2026-08-25 18:45:00+00:00,4656.349999999999,4637.0,4684.925,0.06,2026-08-25 20:00:00+00:00,4637.0,sl_hit,-116.09999999999671,-1.0,0.42
62,XAUUSD,bullish,fvg_retest,85.0,2026-08-26 01:15:00+00:00,4664.83,4654.79,4679.365,0.11,2026-08-26 02:45:00+00:00,4654.79,sl_hit,-110.4399999999996,-1.0,0.77
63,XAUUSD,bullish,fvg_retest,100.0,2026-08-26 04:15:00+00:00,4644.32,4628.19,4668.015,0.07,2026-08-26 05:30:00+00:00,4668.015,tp_hit,165.86500000000436,1.4690018598884351,0.49000000000000005
64,XAUUSD,bullish,fvg_retest,100.0,2026-08-26 06:30:00+00:00,4650.38,4646.88,4655.155,0.32,2026-08-26 06:30:00+00:00,4646.88,sl_hit,-112.00000000000001,-1.0,2.24
65,XAUUSD,bullish,fvg_retest,100.0,2026-08-26 08:15:00+00:00,4643.5199999999995,4638.7,4650.25,0.23,2026-08-26 08:30:00+00:00,4638.7,sl_hit,-110.85999999999332,-1.0,1.61
66,XAUUSD,bullish,fvg_retest,100.0,2026-08-26 12:45:00+00:00,4622.24,4608.54,4642.29,0.08,2026-08-26 16:00:00+00:00,4608.54,sl_hit,-109.59999999999854,-1.0,0.56
67,XAUUSD,bullish,fvg_retest,100.0,2026-08-26 16:30:00+00:00,4611.46,4608.54,4615.415,0.37,2026-08-26 16:30:00+00:00,4615.415,tp_hit,146.3349999999973,1.3544520547944618,2.59
68,XAUUSD,bullish,fvg_retest,100.0,2026-08-26 17:00:00+00:00,4631.82,4613.99,4657.99,0.06,2026-08-26 17:30:00+00:00,4613.99,sl_hit,-106.97999999999956,-1.0,0.42
