trade_no,symbol,direction,signal_type,confluence_score,entry_time,entry_price,stop_loss,take_profit,lot_size,exit_time,exit_price,exit_reason,pnl_usd,pnl_r,commission
78,XAUUSD,bearish,fvg_retest,100.0,2026-06-25 01:15:00+00:00,4001.42,4004.68,3997.005,0.34,2026-06-25 01:30:00+00:00,4004.68,sl_hit,-110.83999999999196,-1.0,2.3800000000000003
79,XAUUSD,bearish,fvg_retest,100.0,2026-06-25 02:00:00+00:00,3996.1200000000003,4004.68,3983.78,0.13,2026-06-25 02:30:00+00:00,4004.68,sl_hit,-111.27999999999338,-1.0,0.91
80,XAUUSD,bearish,fvg_retest,85.0,2026-06-26 03:30:00+00:00,4015.19,4021.35,4006.45,0.18,2026-06-26 03:45:00+00:00,4021.35,sl_hit,-110.87999999999738,-1.0,1.26
81,XAUUSD,bearish,fvg_retest,85.0,2026-06-26 04:15:00+00:00,4019.52,4021.35,4017.425,0.59,2026-06-26 04:15:00+00:00,4021.35,sl_hit,-107.96999999999571,-1.0,4.13
82,XAUUSD,bearish,fvg_retest,85.0,2026-06-26 05:45:00+00:00,3992.05,4013.61,3960.31,0.05,2026-06-26 07:45:00+00:00,4013.61,sl_hit,-107.79999999999974,-1.0,0.35000000000000003
83,XAUUSD,bearish,ob_retest,90.0,2026-06-29 01:15:00+00:00,4070.1400000000003,4088.45,4042.95,0.06,2026-06-29 08:30:00+00:00,4042.95,tp_hit,163.14000000000306,1.4849808847624941,0.42
84,XAUUSD,bearish,fvg_retest,85.0,2026-06-29 13:00:00+00:00,4031.36,4045.41,4010.785,0.08,2026-06-29 15:00:00+00:00,4045.41,sl_hit,-112.39999999999782,-1.0,0.56
85,XAUUSD,bearish,fvg_retest,85.0,2026-06-29 23:00:00+00:00,4015.67,4019.73,4010.03,0.26,2026-06-30 01:00:00+00:00,4019.73,sl_hit,-105.55999999999858,-1.0,1.82
86,XAUUSD,bearish,fvg_retest,85.0,2026-06-30 01:30:00+00:00,4015.76,4019.73,4010.255,0.27,2026-06-30 01:45:00+00:00,4010.255,tp_hit,148.63500000000295,1.386649874055513,1.8900000000000001
87,XAUUSD,bearish,fvg_retest,85.0,2026-06-30 03:30:00+00:00,4006.05,4013.66,3995.01,0.14,2026-06-30 03:30:00+00:00,3995.01,tp_hit,154.5599999999995,1.450722733245787,0.9800000000000001
88,XAUUSD,bearish,fvg_retest,85.0,2026-06-30 04:00:00+00:00,3986.9,4004.24,3961.34,0.06,2026-06-30 04:00:00+00:00,3961.34,tp_hit,153.35999999999967,1.4740484429065976,0.42
89,XAUUSD,bearish,fvg_retest,85.0,2026-06-30 04:15:00+00:00,3957.82,3991.17,3908.345,0.03,2026-06-30 07:30:00+00:00,3991.17,sl_hit,-100.04999999999973,-1.0,0.21
90,XAUUSD,bearish,fvg_retest,85.0,2026-06-30 08:15:00+00:00,3984.6200000000003,3991.17,3975.27,0.17,2026-06-30 08:30:00+00:00,3975.27,tp_hit,158.95000000000618,1.4274809160306494,1.1900000000000002
91,XAUUSD,bullish,fvg_retest,85.0,2026-07-03 16:30:00+00:00,4171.73,4150.81,4202.635,0.05,2026-07-06 04:45:00+00:00,4202.635,tp_hit,154.52500000000327,1.477294455067012,0.35000000000000003
92,XAUUSD,bearish,fvg_retest,85.0,2026-07-06 11:30:00+00:00,4155.2300000000005,4162.26,4145.16,0.16,2026-07-06 12:15:00+00:00,4145.16,tp_hit,161.1200000000099,1.4324324324325723,1.12
93,XAUUSD,bearish,fvg_retest,85.0,2026-07-06 14:45:00+00:00,4153.38,4157.37,4147.845,0.29,2026-07-06 15:00:00+00:00,4157.37,sl_hit,-115.70999999999366,-1.0,2.03
